Tools,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,Frame,Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676168,1,OK,91.7074238,4.9357663,-91.7137808,-3.0656473,50.209,-34.873,-168.379,0.0556364,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676176,1,OK,91.7091732,4.9385464,-91.7155438,-3.0688916,50.209,-34.876,-168.384,0.0564778,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676184,1,OK,91.7101806,4.9402964,-91.7165596,-3.0706963,50.205,-34.882,-168.389,0.0565658,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676192,1,OK,91.7108709,4.9397345,-91.7172509,-3.0718648,50.205,-34.882,-168.385,0.0563307,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676200,1,OK,91.7144872,4.9390628,-91.7208790,-3.0785135,50.196,-34.897,-168.380,0.0553081,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676208,1,OK,91.7131288,4.9399899,-91.7195179,-3.0761394,50.193,-34.893,-168.372,0.0545541,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676216,1,OK,91.7108481,4.9397558,-91.7172282,-3.0723638,50.200,-34.886,-168.361,0.0558757,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676224,1,OK,91.7076320,4.9390113,-91.7139981,-3.0665065,50.198,-34.877,-168.359,0.0561903,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676232,1,OK,91.7064141,4.9389178,-91.7127754,-3.0642686,50.201,-34.875,-168.355,0.0569908,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676240,1,OK,91.7050553,4.9383406,-91.7114101,-3.0617301,50.206,-34.865,-168.359,0.0562958,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676248,1,OK,91.7048878,4.9425418,-91.7112528,-3.0615067,50.193,-34.879,-168.351,0.0568243,0
